chromosome_index	startpos	endpos	major_cn	minor_cn	total_cn
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
1	809641	152621073	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	117952906	241917917	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	12091	7484895	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	12091	7484895	1	1	2
2	12091	7484895	1	1	2
2	12091	7484895	1	1	2
2	12091	7484895	1	1	2
2	12091	7484895	1	1	2
2	12091	7484895	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
2	7505125	117104160	1	1	2
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
3	96336319	102578467	1	1	2
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	12690	48076703	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	12690	48076703	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	12690	48076703	2	1	3
3	102578696	143635474	2	1	3
3	12690	48076703	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	102578696	143635474	2	1	3
3	12690	48076703	2	1	3
3	143635511	146677611	3	1	4
3	143635511	146677611	3	1	4
3	143635511	146677611	3	1	4
3	143635511	146677611	3	1	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	12690	48076703	2	1	3
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	12690	48076703	2	1	3
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	12690	48076703	2	1	3
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	12690	48076703	2	1	3
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	146677776	187700180	2	2	4
3	12690	48076703	2	1	3
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	12690	48076703	2	1	3
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	187700359	198098659	3	1	4
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	12690	48076703	2	1	3
3	48079582	49136573	2	0	2
3	48079582	49136573	2	0	2
3	48079582	49136573	2	0	2
3	12690	48076703	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	12690	48076703	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	12690	48076703	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	12690	48076703	2	1	3
3	49141413	73128077	2	1	3
3	49141413	73128077	2	1	3
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
3	73130610	81413785	1	1	2
